School Name,Student Size,Endowment,In-State Tuition,Median Salary (1 Year After Graduation),Completion Rate,Overall Admission Rate,Carnegie Classification (Undergraduate),Carnegie Size Setting,Average SAT Score,School Locale,Student-Faculty Ratio,Percent Male Enrollment,Percent Female Enrollment,Asian Enrollment,Black Enrollment,White Enrollment,Hispanic Enrollment,Native American Enrollment,Native Hawaiian Enrollment,Diversity Index,Gender Shannon Index
Texas Christian University,10510,2440718000,53980,56818,0.8074,0.561,14,17,1307,11,14,0.3832,0.6168,0.0226,0.0429,0.6551,0.1695,0.0018,0.001,0.53975833,0.960270764
Texas Lutheran University,1307,102240096,33920,40717,0.5751,0.9183,12,11,1116,31,12,0.4805,0.5195,0.0099,0.0972,0.4124,0.4246,0.0031,0,0.64008562,0.998902552
The University of Texas Permian Basin,4060,63970248,9234,53042,0.5018,0.9471,5,10,1011,12,18,0.3872,0.6128,0.016,0.0751,0.2687,0.5387,0.003,0.003,0.63168861,0.962968817
The University of Texas at San Antonio,29112,264163030,8945,40863,0.55,0.869,9,15,1111,11,24,0.4776,0.5224,0.0566,0.0814,0.1957,0.6076,0.0011,0.0015,0.58269077,0.998551742
Texas Southern University,6830,75543963,9173,35355,0.3361,0.968,7,13,922,11,18,0.3489,0.6511,0.0085,0.8449,0.007,0.0807,0.0013,0.001,0.27950756,0.933081824
Texas Tech University,32346,953209330,11852,46893,0.6461,0.6734,13,15,1198,11,21,0.5083,0.4917,0.0315,0.0599,0.5454,0.2905,0.0033,0.0007,0.61355695,0.999801216
Texas Wesleyan University,1549,73285787,36128,43512,0.3938,0.6093,11,10,1025,11,14,0.4713,0.5287,0.0148,0.2195,0.2234,0.3635,0.0032,0.0013,0.76954897,0.997622026
Texas Woman's University,8876,100343890,8311,53225,0.5888,0.9363,7,15,1041,12,16,0.0842,0.9158,0.0943,0.1867,0.2899,0.3614,0.0034,0.0007,0.7415866,0.416807954
Trinity University,2491,1726467724,49264,39161,0.7855,0.3051,14,11,1390,11,9,0.4665,0.5335,0.0767,0.0409,0.5375,0.2413,0.0016,0.0008,0.64530916,0.996759444
West Texas A & M University,6828,111242804,9101,43203,0.5445,0.9163,7,13,1050,31,17,0.4096,0.5904,0.0176,0.0448,0.5218,0.3377,0.0053,0.0015,0.61133633,0.976289955
Brigham Young University,31411,3123969000,6304,50157,0.8312,0.6667,14,15,1376,12,21,0.4802,0.5198,0.0177,0.0042,0.8081,0.0793,0.0022,0.0069,0.34030252,0.998868516
Brigham Young University-Hawaii,2716,229633000,6250,29970,0.6665,0.3421,13,11,1126,31,15,0.405,0.595,0.0361,0.0033,0.2548,0.0534,0.0029,0.0641,0.92679408,0.973800369
Utah State University,20573,532367445,9228,45312,0.5452,0.9373,13,15,1187,13,19,0.4522,0.5478,0.0086,0.0074,0.8264,0.0636,0.0145,0.0032,0.31266887,0.993397266
University of Utah,25392,1360642000,9315,52685,0.7013,0.8913,9,16,1236,12,18,0.5177,0.4823,0.0785,0.0144,0.6329,0.1407,0.0035,0.0044,0.57323988,0.999095847
Westminster College,955,80307609,40352,49080,0.6427,0.6975,13,11,1247,12,8,0.3937,0.6063,0.0251,0.0157,0.6963,0.1277,0,0.0073,0.49792923,0.967145825
Bennington College,733,36022212,61448,21186,0.7514,0.4531,12,8,1337,32,9,0.3288,0.6712,0.0082,0.0286,0.6276,0.1023,0.0055,0,0.5947375,0.913695638
Champlain College,3031,25253711,44220,49559,0.6232,0.5568,7,10,1259,13,14,0.6163,0.3837,0.0416,0.06,0.6991,0.096,0.0036,0.0007,0.49669918,0.960613354
Middlebury College,2751,1298479080,62460,50392,0.9387,0.1269,14,11,1502,32,9,0.4675,0.5325,0.0727,0.0542,0.5609,0.1203,0.0011,0,0.66269496,0.996950157
Saint Michael's College,1200,94359408,49840,40302,0.784,0.8515,10,11,1253,22,10,0.4708,0.5292,0.0142,0.0283,0.8308,0.055,0.0017,0,0.30574094,0.997538401
University of Vermont,11326,761013000,18890,40117,0.7623,0.5979,14,17,1358,13,17,0.3633,0.6367,0.0273,0.0093,0.8352,0.0474,0.0004,0.0001,0.29936225,0.945388387
Averett University,1121,26654790,37790,45152,0.5122,0.7603,11,11,1026,32,12,0.5263,0.4737,0.0152,0.2819,0.4897,0.0446,0.0089,0.0036,0.67841393,0.998003283
Bridgewater College,1379,97906051,39800,35535,0.6256,0.9036,10,11,1127,23,13,0.4815,0.5185,0.0131,0.1182,0.6708,0.074,0.0007,0.0022,0.53040318,0.99901225
William & Mary,6778,1301722385,23970,49873,0.9093,0.335,14,14,1465,23,12,0.4171,0.5829,0.1132,0.0586,0.5987,0.0903,0.0009,0.0007,0.61715472,0.980078551
Regent University,4281,100448000,19680,42499,0.4616,0.3234,5,12,1150,11,21,0.3857,0.6143,0.0173,0.2609,0.4683,0.1068,0.0044,0.0042,0.70088377,0.961968468
Christopher Newport University,4442,52297374,15425,40648,0.7832,0.8535,12,14,1199,12,13,0.4649,0.5351,0.0403,0.0799,0.7395,0.0759,0.0007,0.0011,0.43936914,0.996442245
Ferrum College,780,58232586,38320,33980,0.3423,0.843,10,8,1010,42,11,0.6051,0.3949,0.0051,0.1962,0.4808,0.0641,0.0038,0,0.72618766,0.967888997
George Mason University,26447,142352154,13401,55366,0.7462,0.9,13,15,1255,21,16,0.51,0.49,0.2307,0.1194,0.3425,0.1711,0.0009,0.0011,0.78593767,0.999711442
Hampden-Sydney College,846,242130846,50740,44465,0.674,0.3979,12,8,1182,42,9,0.9965,0.0035,0.0118,0.0686,0.7849,0.0626,0,0,0.37516803,0.033595089
Hampton University,2846,350863695,29162,36097,0.6697,0.7447,14,14,1053,12,13,0.3461,0.6539,0.0039,0.9649,0.0102,0.0084,0.0028,0,0.06877034,0.930536714
Hollins University,689,214659371,41210,25104,0.649,0.724,12,8,1228,22,8,0,1,0.0116,0.148,0.582,0.0943,0,0.0029,0.63033654,0
James Madison University,19968,123393340,13092,48545,0.8394,0.7831,12,16,1241,13,17,0.4281,0.5719,0.057,0.047,0.7478,0.0763,0.0021,0.0012,0.42950962,0.985031821
Longwood University,3009,104979588,14840,43256,0.6748,0.8779,10,14,1116,33,13,0.3077,0.6923,0.0153,0.1063,0.7225,0.0651,0.0027,0.0003,0.46221458,0.890500639
University of Lynchburg,1543,142176447,34500,45005,0.6291,0.9594,10,11,1125,13,10,0.3746,0.6254,0.0162,0.118,0.7122,0.07,0.0039,0.0019,0.4736659,0.954138724
University of Mary Washington,3443,60429775,14234,40985,0.6777,0.8579,13,14,1260,22,12,0.3753,0.6247,0.0447,0.0831,0.6454,0.1214,0.0017,0.0009,0.55981348,0.954654816
Norfolk State University,5328,81543353,9622,36917,0.3795,0.895,11,14,949,12,18,0.3255,0.6745,0.0026,0.8515,0.0212,0.0477,0.0024,0.0008,0.27220986,0.910262525
Old Dominion University,18152,311896044,11220,46400,0.5726,0.9514,7,16,1172,12,16,0.4503,0.5497,0.0497,0.3246,0.4222,0.1022,0.0023,0.0026,0.70345502,0.992861044
Radford University,5945,64900486,11916,42002,0.6103,0.9334,13,14,1057,23,12,0.3744,0.6256,0.0151,0.1514,0.6476,0.0908,0.0032,0.001,0.54920839,0.953990715
Randolph-Macon College,1476,203175738,46460,40654,0.6648,0.8545,12,11,1122,21,10,0.4533,0.5467,0.0224,0.086,0.752,0.0528,0.002,0.0007,0.42380591,0.9936981
Randolph College,461,188011000,27930,28483,0.5574,0.9501,10,8,1108,13,7,0.3926,0.6074,0.0239,0.2126,0.5813,0.0781,0.0022,0.0108,0.61009925,0.966456939
University of Richmond,3069,3153393000,60330,52666,0.85,0.2437,14,14,1474,12,8,0.4624,0.5376,0.0652,0.0645,0.6008,0.1013,0.0023,0.0003,0.620361,0.995916897
Roanoke College,1801,159678868,35350,36855,0.7004,0.7976,12,11,1172,22,11,0.4592,0.5408,0.0189,0.0511,0.8029,0.0644,0.0039,0.0017,0.34821771,0.99519152
Southern Virginia University,1053,1665438,19108,25041,0.4025,0.9945,12,11,1089,32,17,0.5261,0.4739,0.0123,0.0399,0.7322,0.0893,0.0095,0.0323,0.45303183,0.99803355
Sweet Briar College,451,68209620,23590,21090,0.3377,0.7575,12,8,1232,22,8,0,1,0.0266,0.0843,0.6918,0.0466,0.0089,0,0.51134794,0
University of Virginia's College at Wise,993,159077648,11498,35642,0.4846,0.7557,11,11,1068,32,14,0.4935,0.5065,0.0131,0.0977,0.7774,0.0081,0.005,0,0.38584173,0.999878089
Virginia Polytechnic Institute and State University,30339,1675200000,14586,59604,0.8646,0.5698,14,16,1337,13,17,0.5713,0.4287,0.1229,0.0596,0.5981,0.0957,0.0011,0.0012,0.61445868,0.985281449
Virginia Commonwealth University,20552,2408531845,15828,41934,0.6893,0.91,13,16,1170,12,16,0.3648,0.6352,0.144,0.2078,0.4099,0.1133,0.0021,0.0017,0.75522096,0.946595553
University of Virginia-Main Campus,17103,9703267510,20342,64471,0.9355,0.1866,14,16,1487,23,15,0.4375,0.5625,0.178,0.07,0.5226,0.0714,0.0007,0.0005,0.68520654,0.988699408
Virginia Military Institute,1512,661475133,19914,45409,0.8256,0.7106,12,11,1201,32,10,0.8664,0.1336,0.0483,0.0675,0.7407,0.082,0.0033,0.002,0.43773548,0.56722918
Virginia State University,4295,78114593,9654,31713,0.5027,0.8972,10,14,910,21,12,0.404,0.596,0.0033,0.9148,0.02,0.0147,0.0012,0,0.16251254,0.973242407
Virginia Union University,1297,28957923,14305,30122,0.351,0.8055,10,11,900,12,17,0.4965,0.5035,0.0015,0.862,0.0069,0.02,0.0015,0.0015,0.25650164,0.999964654
Virginia Wesleyan University,1154,115895125,36910,36440,0.519,0.8143,11,11,1278,11,13,0.4151,0.5849,0.0225,0.247,0.5043,0.104,0.0087,0,0.67327457,0.979100968
Washington and Lee University,1861,1998334000,61750,60434,0.9391,0.1696,14,11,1499,32,7,0.4911,0.5089,0.0398,0.0398,0.7233,0.0801,0.0011,0.0011,0.4672506,0.999771436
The Evergreen State College,1799,21464164,8750,26994,0.6186,0.7437,11,10,1131,22,17,0.3824,0.6176,0.0345,0.0534,0.6087,0.1306,0.03,0.0067,0.60744125,0.959719446
Gonzaga University,5018,439480000,50735,53993,0.8567,0.6974,14,14,1329,12,12,0.4623,0.5377,0.0664,0.0114,0.6483,0.1287,0.0048,0.0036,0.5585685,0.995895129
Northwest University,662,11177000,35000,44118,0.5349,0.9426,11,11,1198,21,9,0.3489,0.6511,0.0453,0.0574,0.6239,0.1375,0,0.0076,0.58643793,0.933081824
Pacific Lutheran University,2253,123140000,50928,45409,0.712,0.889,10,11,1338,21,11,0.3684,0.6316,0.111,0.0413,0.5051,0.1775,0.0071,0.0195,0.69891039,0.949435643
University of Puget Sound,1712,427977000,57626,31762,0.7705,0.8266,10,11,1301,12,9,0.4246,0.5754,0.0678,0.0298,0.6583,0.1157,0.0029,0.0058,0.54772769,0.983533351
Saint Martin's University,1344,35994329,42220,45949,0.6589,0.9504,11,10,1090,13,11,0.4018,0.5982,0.1042,0.0714,0.3765,0.2247,0.0089,0.0625,0.7878166,0.971993794
Seattle Pacific University,2409,157684000,37158,44979,0.6708,0.9071,13,14,1205,11,12,0.325,0.675,0.1544,0.0722,0.3981,0.176,0.0029,0.0071,0.78142937,0.909736123
Seattle University,4033,284644864,51324,53941,0.7702,0.8515,15,14,1269,11,10,0.392,0.608,0.2542,0.0533,0.3385,0.146,0.0015,0.0107,0.79652648,0.966078098
Western Washington University,13686,95459335,8967,35723,0.7272,0.9269,13,16,1257,13,17,0.4279,0.5721,0.0601,0.0203,0.688,0.108,0.0036,0.002,0.51095094,0.98494814
Whitman College,1472,683569141,58622,30350,0.8844,0.477,14,11,1416,13,9,0.4355,0.5645,0.0618,0.0265,0.6053,0.0924,0.0034,0.0014,0.62053914,0.987962539
Whitworth University,2037,183144050,48990,40434,0.7625,0.9052,12,11,1207,21,10,0.4207,0.5793,0.0417,0.0265,0.6249,0.1291,0.0039,0.0187,0.59002714,0.981778409
Alderson Broaddus University,633,16256321,31500,39408,0.3814,0.6149,11,8,991,32,14,0.6098,0.3902,0.0079,0.2923,0.4961,0.0774,0.019,0.0047,0.66200924,0.964928494
Appalachian Bible College,182,1961665,17050,22322,0.5638,1,11,8,1088,41,9,0.5604,0.4396,0.011,0.022,0.7527,0,0,0,0.43283771,0.989447883
Bluefield State University,1244,4099523,9840,48438,0.4705,0.9717,7,9,999,32,14,0.4059,0.5941,0.0032,0.1527,0.7516,0.0378,0.0008,0,0.41034043,0.974297416
Concord University,1311,38203436,9100,34408,0.4259,0.9139,11,11,1007,32,15,0.4218,0.5782,0.0038,0.0847,0.7956,0.0092,0.0015,0,0.35974522,0.982282499
Davis & Elkins College,644,61636967,30680,34641,0.4407,0.7526,13,8,985,33,10,0.4084,0.5916,0.0109,0.0528,0.4472,0.0357,0.0093,0.0016,0.79574197,0.975652686
Fairmont State University,2776,28443847,8008,39489,0.4909,0.9849,10,13,973,32,13,0.4287,0.5713,0.0094,0.0486,0.8501,0.0094,0.0068,0.0014,0.27474311,0.985281449
Shepherd University,2325,27298195,8282,43801,0.5211,0.9586,11,10,1064,31,15,0.3884,0.6116,0.0211,0.0822,0.708,0.0813,0.0026,0.0004,0.48491734,0.963759246
West Virginia State University,1362,11265296,8647,36965,0.3846,0.9618,11,9,967,22,16,0.4435,0.5565,0.0051,0.1703,0.6784,0.0257,0,0,0.51008485,0.99076941
West Liberty University,1648,18103323,8716,38588,0.5642,0.7409,11,11,995,41,12,0.3762,0.6238,0.0055,0.0382,0.8016,0.0012,0,0.0012,0.35594507,0.955313932
West Virginia University Institute of Technology,1038,16941635,7848,43805,0.284,0.6458,10,10,1050,13,12,0.5915,0.4085,0.0096,0.0318,0.7486,0.0337,0.0019,0.0019,0.43735173,0.97570612
West Virginia Wesleyan College,886,70553094,32976,32559,0.5479,0.9635,10,11,1067,33,11,0.4831,0.5169,0.0113,0.14,0.6964,0.0485,0.009,0.0023,0.49286081,0.999175747
West Virginia University,18370,821669324,9360,43805,0.6205,0.8838,12,16,1116,13,17,0.4858,0.5142,0.0165,0.0317,0.8158,0.0422,0.0014,0.0007,0.33140993,0.999418112
Beloit College,921,83541468,56312,30515,0.7755,0.6586,12,8,1306,13,10,0.4777,0.5223,0.0315,0.0934,0.4919,0.1672,0,0,0.72036274,0.998564648
Cardinal Stritch University,526,13809203,35444,62848,0.496,0.9258,7,7,980,21,7,0.3745,0.6255,0.0228,0.1654,0.3175,0.1958,0.0057,0,0.83294662,0.954064751
Carroll University,2689,81033098,36190,49404,0.6641,0.7214,12,14,1212,13,14,0.3254,0.6746,0.0338,0.0249,0.749,0.1101,0.0011,0.0015,0.42511108,0.910157376
Carthage College,2541,136204897,34500,42860,0.6257,0.8183,12,11,1160,22,13,0.4423,0.5577,0.0216,0.0547,0.6879,0.1547,0.0031,0.0004,0.49939308,0.990372264
Concordia University-Wisconsin,2556,92707403,33062,52181,0.544,0.7037,13,14,1150,21,11,0.3709,0.6291,0.0536,0.0912,0.6733,0.0606,0.0047,0.0004,0.5317821,0.951360631
Lawrence University,1411,440838808,53979,26884,0.7831,0.7227,14,11,1358,13,8,0.4614,0.5386,0.0546,0.0397,0.6067,0.112,0.0043,0,0.61479537,0.995696604
Maranatha Baptist University,571,277946,18810,38240,0.5591,0.7508,12,8,1117,31,11,0.4081,0.5919,0.014,0.0175,0.8529,0.0595,0.0053,0,0.268491,0.975492026
Marian University,1058,10235636,30000,57132,0.564,0.7155,11,10,1050,13,12,0.3374,0.6626,0.017,0.052,0.725,0.0926,0.0113,0.0009,0.46267874,0.922308926
Marquette University,7290,865300000,46670,55192,0.8229,0.8721,14,17,1302,11,13,0.441,0.559,0.0599,0.0487,0.6737,0.1565,0.001,0.0011,0.51567415,0.989932517
Mount Mary University,640,24721392,33390,39433,0.5872,0.6945,11,10,1050,11,9,0,1,0.0719,0.2094,0.325,0.3422,0.0016,0,0.72825363,0
Northland College,508,6228175,41237,29498,0.545,0.6839,12,8,1129,33,10,0.4705,0.5295,0.0059,0.0413,0.7224,0.0886,0.0157,0,0.46830129,0.99748753
Saint Norbert College,1784,173050862,43204,43956,0.7239,0.8359,12,11,1178,22,11,0.4344,0.5656,0.0174,0.0174,0.8459,0.0628,0.005,0.0006,0.27987847,0.987547257
Viterbo University,1456,60778544,31150,60592,0.611,0.7238,13,11,1188,13,12,0.2404,0.7596,0.0172,0.0536,0.8187,0.0549,0.0027,0.0007,0.32353972,0.795704833
University of Wisconsin-Whitewater,8893,34259959,7864,45955,0.6536,0.8238,10,16,1090,32,19,0.5148,0.4852,0.0189,0.0437,0.8118,0.086,0.0025,0.0009,0.3313108,0.999367892
University of Wisconsin-Eau Claire,9138,64838453,8914,46732,0.6441,0.7662,12,13,1190,13,19,0.3984,0.6016,0.0289,0.0098,0.8667,0.0379,0.0015,0.0004,0.24646104,0.970006957
University of Wisconsin-Green Bay,6305,54492077,7873,43103,0.5593,0.8962,7,13,1090,12,23,0.3702,0.6298,0.0387,0.0259,0.7807,0.0815,0.0135,0,0.38151451,0.950825534
University of Wisconsin-La Crosse,9137,41701196,9232,43472,0.6956,0.7425,12,13,1190,13,19,0.4325,0.5675,0.0227,0.0048,0.8935,0.0381,0.0011,0.0004,0.19966644,0.986813215
Wisconsin Lutheran College,990,43865288,33762,47697,0.5963,0.9383,12,11,1181,11,12,0.4515,0.5485,0.0131,0.0556,0.7364,0.097,0.001,0.001,0.44504107,0.993202158
University of Wisconsin-Oshkosh,7812,32767890,7795,49295,0.5913,0.8852,10,13,1050,13,20,0.4251,0.5749,0.0426,0.0284,0.7977,0.062,0.0041,0.0013,0.35719089,0.983751843
University of Wisconsin-Parkside,2969,16130111,7466,40501,0.4249,0.7283,11,12,1090,22,17,0.4429,0.5571,0.0293,0.0751,0.6224,0.2001,0.0007,0.0007,0.56607875,0.99057189
University of Wisconsin-Stout,6176,72176144,9663,49326,0.6161,0.8631,12,13,1120,32,18,0.5748,0.4252,0.0334,0.0144,0.848,0.0382,0.0034,0.0011,0.27810107,0.983795364
University of Wisconsin-Superior,2021,21615266,8167,41285,0.5018,0.956,7,10,1050,22,17,0.3607,0.6393,0.0114,0.0223,0.7917,0.0376,0.0292,0.001,0.37031646,0.943262708
University of Wisconsin-Madison,35184,4995679379,10796,53379,0.8804,0.4906,14,16,1374,11,18,0.4692,0.5308,0.0972,0.0225,0.6249,0.0752,0.0023,0.0007,0.59388508,0.99726107
University of Wisconsin-Milwaukee,17076,220503966,9620,45856,0.5072,0.8632,11,15,1090,11,17,0.4597,0.5403,0.0647,0.0704,0.6419,0.1422,0.0035,0.0007,0.55858856,0.99530878
University of Wisconsin-Platteville,5920,51934302,7862,56860,0.5738,0.8543,12,13,1150,32,20,0.6316,0.3684,0.0123,0.0117,0.8959,0.0446,0.0014,0.001,0.19508289,0.949435643
University of Wisconsin-River Falls,4327,29228586,8135,42343,0.6054,0.8448,10,13,1090,32,18,0.3513,0.6487,0.027,0.0178,0.871,0.0388,0.0021,0.0007,0.23880282,0.93522371
University of Wisconsin-Stevens Point,6995,66152803,8376,40073,0.6166,0.8905,10,13,1120,32,21,0.4355,0.5645,0.0279,0.0163,0.8609,0.0436,0.004,0.0014,0.25588817,0.987962539
Escuela de Artes Plasticas y Diseno de Puerto Rico,489,3206462,4304,7928,0.3171,1,7,6,890,11,9,0.2536,0.7464,0,0.002,0,0.998,0,0,0.003992,0.816934288
University of Puerto Rico-Aguadilla,1960,,5954,13499,0.5184,0.7684,10,9,974,21,20,0.448,0.552,0,0.0036,0.002,0.9939,0,0,0.01214583,0.992183779
University of Puerto Rico-Cayey,2200,4663,5354,13977,0.5449,0.4932,10,9,1023,21,19,0.3177,0.6823,0,0,0,1,0,0,0,0.901862734
University of the Virgin Islands,1325,53390418,5235,40480,0.3401,0.969,6,9,911,33,8,0.2762,0.7238,0.0045,0.7049,0.0543,0.1291,0.0008,0.0038,0.48346536,0.850221232
Stanford University,7761,36338794000,58416,89527,0.9695,0.0368,14,17,1553,21,5,0.4824,0.5176,0.2635,0.0737,0.2589,0.1758,0.0088,0.0023,0.82711848,0.999106037
Purdue University-Main Campus,38438,3547305269,9992,61124,0.7817,0.527,12,16,1354,13,14,0.5756,0.4244,0.1262,0.0247,0.611,0.0662,0.0008,0.0005,0.60575914,0.98344554
Georgia State University-Perimeter College,12980,2331992,2960,37719,0.1582,0.9913,1,5,950,11,20,0.375,0.625,0.0935,0.4792,0.1569,0.1582,0.0012,0.001,0.71197782,0.954434003
St. John's College,364,97641539,37090,23550,0.6546,0.5408,12,8,1383,41,8,0.5165,0.4835,0.0165,0.0192,0.6566,0.1126,0.0027,0.0027,0.55554221,0.99921431
New College of Florida,669,45480122,6916,26923,0.6569,0.7541,14,8,1236,13,7,0.3199,0.6801,0.0419,0.0404,0.6457,0.1704,0,0.0015,0.55064533,0.904272678
University of Washington-Bothell Campus,5166,93819217,12224,53990,0.7832,0.8808,13,12,1322,21,21,0.549,0.451,0.3581,0.1024,0.294,0.103,0.0015,0.0037,0.76421769,0.993061046
Soka University of America,445,1400587000,35544,19893,0.8826,0.5663,14,8,1350,21,7,0.3506,0.6494,0.1213,0.0202,0.1438,0.1258,0,0,0.94837419,0.934602765
Embry-Riddle Aeronautical University-Worldwide,8278,5556000,11185,67135,0.363,0.5767,5,12,1247,13,19,0.8503,0.1497,0.0366,0.0873,0.5381,0.1845,0.0043,0.0075,0.66737255,0.609089045
Florida Gulf Coast University,13788,92023565,6118,40960,0.6209,0.7439,13,16,1114,21,20,0.4354,0.5646,0.0186,0.06,0.5984,0.2431,0.0024,0.0009,0.5788673,0.98792508
Franklin W Olin College of Engineering,356,419073000,60766,96529,0.9595,0.1914,14,8,1533,21,8,0.5,0.5,0.2107,0.0337,0.4157,0.0983,0,0,0.77200044,1
Pennsylvania College of Health Sciences,1529,13495858,30821,73993,0.7268,0.457,5,9,1120,21,13,0.1118,0.8882,0.0536,0.119,0.6252,0.1622,0.0013,0.0026,0.56577371,0.505321542
DigiPen Institute of Technology,1058,,36100,74185,0.545,0.6637,15,9,1301,13,10,0.6938,0.3062,0.1049,0.0208,0.535,0.0917,0.0019,0.0019,0.69392224,0.888738204
Johnson & Wales University-Charlotte,1140,8861183,38442,33862,0.5848,0.7334,10,11,1023,11,13,0.3395,0.6605,0.0237,0.4509,0.3202,0.1202,0.0053,0,0.67912333,0.924339436
Visible Music College,208,265208,20000,29082,0.3956,0.2041,5,7,1120,11,6,0.4567,0.5433,0.0288,0.1587,0.4856,0.1635,0,0,0.71144526,0.994583429
The King's College,290,484100,21690,48177,0.5157,0.4527,15,8,1302,11,8,0.3966,0.6034,0.0414,0.069,0.6345,0.1034,0.0103,0.0034,0.58012558,0.968926944
Jersey College,3379,,0,70565,0.4979,0.6603,4,3,1000,21,23,0.0861,0.9139,0.0326,0.6028,0.1699,0.1196,0.0062,0.0021,0.59235638,0.423316378
University of Minnesota-Rochester,617,1135858,13464,47373,0.6232,0.717,12,8,1190,12,14,0.1994,0.8006,0.1442,0.1556,0.5462,0.0908,0.0032,0,0.64840568,0.720726471
Compass College of Film and Media,50,,18450,26717,0.8208,1,11,6,954,12,9,0.72,0.28,0.02,0.08,0.68,0.06,0,0,0.5272,0.855450811
Texas A&M University-San Antonio,6404,4211101,9548,44674,0.6618,0.9609,5,12,954,41,18,0.3465,0.6535,0.0137,0.0579,0.1226,0.7692,0.0012,0.0014,0.3897571,0.930903357
John Paul the Great Catholic University,300,40942,28000,28973,0.5392,0.7959,11,8,1066,21,18,0.5,0.5,0.05,0.01,0.4367,0.3067,0.0033,0.0067,0.71257244,1
Ottawa University-Surprise,1098,6678661,33000,49101,,0.2866,11,8,1079,21,16,0.5492,0.4508,0.0155,0.1056,0.4044,0.337,0.0228,0.0109,0.71086138,0.993004194
Augusta University,5098,328832564,8122,49288,0.5395,0.8553,13,12,1105,12,17,0.348,0.652,0.0792,0.2713,0.4706,0.1,0.0018,0.0016,0.68865351,0.932269192
Middle Georgia State University,6589,14136569,3958,50221,0.2937,0.9971,7,13,1020,12,18,0.4465,0.5535,0.0296,0.3225,0.5119,0.0706,0.0021,0.0012,0.62808577,0.991725461
DeVry University-Illinois,23164,,17488,49188,0.2152,0.4302,5,15,1085,12,49,0.351,0.649,0.0259,0.3011,0.4077,0.1611,0.0077,0.005,0.71641119,0.934957971
University of North Georgia,15815,74388843,4995,43016,0.3978,0.6963,6,15,1083,32,18,0.4419,0.5581,0.0315,0.0372,0.707,0.1638,0.0016,0.0007,0.47094142,0.99023801
Florida Polytechnic University,1517,3532862,4940,62037,0.519,0.5603,14,11,1292,41,18,0.8134,0.1866,0.0442,0.0686,0.5742,0.2347,0.0013,0.002,0.60854498,0.694304491
University of Florida-Online,4650,,3876,48898,0.6091,0.6464,5,9,1331,12,54,0.4703,0.5297,0.0512,0.043,0.5802,0.2325,0.0011,0.0006,0.6048397,0.997453327
Kennesaw State University,38051,94030700,5786,48335,0.5071,0.6785,9,15,1133,21,22,0.5011,0.4989,0.0552,0.2524,0.4554,0.1456,0.0015,0.0013,0.70465474,0.999996509
Milligan University,726,51050100,37550,39739,0.6384,0.6671,12,11,1190,22,9,0.5083,0.4917,0.011,0.0482,0.7617,0.073,0.0028,0.0028,0.41202419,0.999801216
Emory University-Oxford College,1048,78483000,57948,61856,0.9154,0.15,4,2,1487,21,10,0.4714,0.5286,0.3053,0.0887,0.3168,0.1069,0,0.001,0.78713337,0.997638578
Husson University,2338,24236195,21090,47273,0.5761,0.9131,10,10,1100,13,16,0.4183,0.5817,0.0094,0.0629,0.834,0.0098,0.0051,0,0.30027718,0.980653706
Purdue University Northwest,6083,51198269,8174,58694,0.477,0.7282,7,12,1055,21,15,0.4529,0.5471,0.0316,0.109,0.5366,0.253,0.0013,0.0013,0.6351685,0.993589521
